directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
朴勋政,6.6,贵公子,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892069168.jpg,https://movie.douban.com/subject/35590275/,"金宣虎,姜泰洙,金康宇,高雅拉",2023,剧情, 韩国, 韩语,2023-06-21,118,2307,"9.7%,25.6%,50.1%,12.1%,2.6%",电影讲述在辗转于菲律宾非法体育场的拳击选手马可（姜泰柱 饰）面前，出现了身份不明的男子“贵公子”（金宣虎 饰）和具有不同目的的势力，并展开疯狂追击的故事。,"[{""user"": ""\u661f\u591c\u591c\u591c\u591c"", ""star"": ""40"", ""time"": ""2023-06-27 16:07:05"", ""content"": ""\u4e00\u500b\u72c2\u62fd\u9177\u70ab\u7684\u760b\u6279\u3002\u4f46\u662f\u5e25\u7206\u3002\u7e3d\u89ba\u5f97\u60c5\u7bc0\u6709bug\u4f46\u662f\u7455\u4e0d\u63a9\u745c\uff0c\u8ffd\u9010\u6230\u770b\u7684\u5f88\u904e\u766e\uff0c\u524d\u671f\u53ef\u80fd\u4e00\u982d\u9727\u6c34\u641e\u4e0d\u6e05\u5230\u5e95\u51e0\u65b9\u6d3e\u7cfb\u3002\u4e0a\u5347\u4e3b\u9898\uff1a\u96d6\u7136\u8ca1\u95a5\u7684\u90fd\u865f\u7a31\u81ea\u5df1\u662f\u8cb4\u516c\u5b50\uff0c\u4f46\u662f\u771f\u6b63\u9ad8\u8cb4\u7684\u4eba\u4e0d\u5728\u65bc\u51fa\u8eab\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2889259093.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2895713780.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892682877.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2895713793.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2895713819.jpg",暂无预告片，敬请期待！
本·维特利 ,5.0,巨齿鲨2：深渊,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2893737765.jpg,https://movie.douban.com/subject/34882958/,"杰森·斯坦森,吴京,蔡书雅,克利夫·柯蒂斯,佩吉·肯尼迪,塞尔吉奥·佩里斯-门切塔,斯凯勒·塞缪尔斯,西耶娜·盖尔利,梅丽桑蒂·马休特,沃皮·范·拉姆,卡伦·索尼娅·塞沃尔,菲利克斯·梅耶,郭涛,代乐乐,熊瑾怡,白那日苏,泷兮,埃布尔·瓦纳马科克,罗恩·斯穆安伯格,肯尼思·温",2023,"动作,科幻,冒险", 美国 / 中国大陆, 英语,2023-08-04,119,65450,"3.1%,8.6%,38.7%,35.6%,14.0%",乔纳斯·泰勒（杰森·斯坦森 饰）与科学家张九溟（吴京 饰）双雄联手，进入海底7000米深渊执行探索任务。他们意外遭遇史前巨兽海洋霸主巨齿鲨群的攻击，还将对战凶猛危险的远古怪兽群。惊心动魄的深渊冒险，巨燃巨爽的深海大战一触即发……,"[{""user"": ""\u94f6\u654f\u60b2"", ""star"": ""20"", ""time"": ""2023-08-04 11:07:30"", ""content"": ""\u770b\u5b8c\u4e86\uff0c\u7b2c\u4e8c\u90e8\u5370\u8bc1\u4e86\u8fd9\u7cfb\u5217\u7684\u7075\u9b42\u53ea\u6709\u90ed\u8fbe\u3002\u6211\u5bf9\u5434\u4eac\u7684\u6f14\u6280\u4e00\u8a00\u96be\u5c3d\uff0c\u4ed6\u8d8a\u6765\u8d8a\u4e0d\u50cf\u4e00\u4e2a\u6f14\u5458\uff0c\u800c\u662f\u4e00\u4e2a\u7b26\u53f7\uff0c\u5f88\u8ff7\u60d1\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2895948852.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2896409424.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897657512.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2896525400.jpg",https://vt1.doubanio.com/202402081628/fcfc8950f3e404eed61fd4af1a3e5a4c/view/movie/M/403060777.mp4
闵龙根,7.3,再见，我的灵魂伴侣,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886570078.jpg,https://movie.douban.com/subject/34670297/,"金多美,全昭霓,边佑锡",2023,"剧情,爱情", 韩国, 韩语,2023-03-15,124,3271,"15.0%,41.9%,37.7%,4.4%,1.0%",1988年生的两位女生微笑和河恩一起度过了幼年时期，在成长为大人的过程中经历了颇为曲折的关系。两人平静的世界在10多岁的时候，随着河恩和同班同学振宇开始初恋，出现了细微的裂痕。自由奔放的微笑去城市追求冒险的生活，河恩则留在故乡过安定的生活，两个人就这样渐行渐远……,"[{""user"": ""\u59ff\u8272\u548c\u6db5\u517b\u53ef\u4ee5"", ""star"": ""40"", ""time"": ""2023-03-18 19:18:34"", ""content"": ""\u4eca\u5929\u53bbcgv\u770b\u4e86\uff0c\u548c\u539f\u7248\u6ca1\u4ec0\u4e48\u592a\u5927\u5dee\u522b\uff0c\u770b\u5b8c\u4e86\u6700\u5f3a\u70c8\u7684\u611f\u89c9\u662f\uff0c\u4e24\u4e2a\u5973\u751f\u80fd\u4e0d\u80fd\u641e\u62c9\u62c9\u4e0d\u8981\u5e26\u7537\u7684\u73a9\u554a\uff5e""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2887278893.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2887586836.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2887887386.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2887990578.jpg",https://vt1.doubanio.com/202402081628/c98d68a0187753351ffa0530b91cbaef/view/movie/M/403010119.mp4
林君阳,7.2,疫起,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889446349.jpg,https://movie.douban.com/subject/35211920/,"王柏杰,曾敬骅,薛仕凌,项婕如,张永正,陈家逵,王明台,高伊玲,李雪,赖雨霏,谢盈萱",2023,剧情, 中国台湾, 汉语普通话,2023-04-14,118,4247,"13.1%,42.3%,39.2%,4.5%,1.0%",草草结束工作，只想赶回家休息的医院胸腔科主治医师夏正（王柏杰 饰），在离开医院后，却因为一位车祸重伤的急诊病患而被紧急召回。夏正的病患，同时也是八卦媒体记者的金有中（薛仕凌 饰），因收到风声听闻有不知名病毒在各大医院爆发，为了挖掘独家，积极的想找出感染源头，而千方百计住院；另一方面，男护理师安泰河（曾敬骅 饰）与实习医生李心妍（项婕如 饰）为彼此相爱的热血医护人员，对自己的工作十分有热忱，在医院一待就是好几天。他们，在病毒爆发时，不但遇上了无预警的封院，也面临了被吞噬的人心。在大家都有可能染疫的情况下，医生、记者、医护人员究竟该自保还是救人？并在这个逐渐分崩离析的医院、制度与人心中存活下去？,"[{""user"": ""\u8c22\u8c22\u4f60\u4eec\u7684\u9c7c"", ""star"": ""40"", ""time"": ""2023-08-15 19:00:38"", ""content"": ""\u5f88\u591a\u4eba\u90fd\u5728\u8bf4\u717d\u60c5\uff0c\u6211\u5012\u89c9\u5f97\u5df2\u7ecf\u5f88\u514b\u5236\u4e86\uff0c\u800c\u4e14\u8fde\u300a\u4e2d\u56fd\u533b\u751f\u300b10\u5206\u4e4b\u4e00\u7684\u773c\u6cea\u90fd\u6ca1\u6709\uff0c\u4ee5\u975e\u5e38\u5199\u5b9e\u751a\u81f3\u5e26\u70b9\u60ca\u609a\u7247\u6c1b\u56f4\u7684\u65b9\u5f0f\u5c55\u73b0SARS\u521d\u671f\u53f0\u6e7e\u4e00\u95f4\u533b\u9662\u7684\u4f17\u751f\u76f8\uff0c\u4e0d\u4ec5\u4ec5\u662f\u501f\u7740SARS\u6765\u8bb2\u8ff0\u65b0\u51a0\uff0c\u66f4\u91cd\u8981\u7684\u662f\u5c55\u73b0\u533b\u7597\u4eba\u5458\u5728\u9762\u5bf9\u672a\u77e5\u75c5\u6bd2\u65f6\u5019\u7684\u8868\u73b0\u3002\u6ca1\u6709\u6b4c\u529f\u9882\u5fb7\uff0c\u6ca1\u6709\u5b8f\u5927\u53d9\u4e8b\uff0c\u5bfc\u6f14\u628a\u955c\u5934\u5bf9\u51c6\u4e86\u4e2a\u4f53\u7684\u547d\u8fd0\uff0c\u4ed6\u4eec\u7684\u6323\u624e\uff0c\u4ed6\u4eec\u7684\u6050\u60e7\uff0c\u4ed6\u4eec\u7684\u575a\u5b9a\u3002\u867d\u7136\u524d\u534a\u6bb5\u786e\u5b9e\u6bd4\u8f83\u7535\u89c6\u5267\u53d9\u4e8b\uff0c\u4f46\u662f\u540e\u671f\u8fd8\u662f\u6709\u5f88\u591a\u6233\u4eba\u7684\u70b9\u7684\uff0c\u7ed3\u5c3e\u7684\u621b\u7136\u800c\u6b62...""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2889568883.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2889568881.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2889568882.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888396209.jpg",https://vt1.doubanio.com/202402081628/8b3887d9dd5de2c296e29f4f76e4a107/view/movie/M/403070472.mp4
增井壮一,7.4,青春期猪头少年不会梦到娇怜外出妹,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889770900.jpg,https://movie.douban.com/subject/36107720/,"石川界人,濑户麻沙美,久保由利香,东山奈央,种崎敦美,内田真礼 Maaya Uchida,雨宫天",2023,"剧情,动画", 日本, 日语,2023-06-23,74,563,"22.1%,35.4%,34.6%,6.4%,1.4%",改编自鸭志田一轻小说《青春猪头少年》系列第八卷《青春猪头少年不会梦到娇怜外出妹》。在祈求初恋对象翔子获得幸福未来的十二月过后，不知不觉间咲太也迎来了高中二年级第三学期的到来，能和麻衣在峰原高中共度的校园生活已所剩不多。这时候，咲太那长年热爱看家的妹妹花枫说出没对任何人透露过的秘密：想读哥哥上的高中。这对花枫来说是一大决心，咲太明知这是极为困难的选择，还是温柔地支持着花枫……,"[{""user"": ""\u4f55\u6b27\u70b9\u76ca"", ""star"": ""10"", ""time"": ""2023-12-01 07:10:29"", ""content"": ""\u771f\u670d\u4e86\uff0c\u5267\u60c5\u53c8\u6c34\u53c8\u65e0\u804a\uff0c\u6574\u7bc7\u90fd\u5728\u8bb2\u7537\u4e3b\u5979\u59b9\u8003\u8bd5\uff0c\u5979\u59b9\u8bb2\u81ea\u5df1\u600e\u4e48\u600e\u4e48\u52aa\u529b\uff0c\u7ed3\u679c\u8003\u8bd5\u4e2d\u9014\u53c8\u5f03\u8003\u4e86\uff0c\u66f4\u79bb\u8c31\u7684\u662f\u5f03\u8003\u8fd8\u8003\u4e0a\u4e86\uff0c\u4f24\u75a4\u5e72\u8106\u4e5f\u4e0d\u89e3\u91ca\u4e86\uff0c\u8ddf\u9ed1\u4e1d\u5973\u53cb\u6492\u72d7\u7cae\u4e5f\u6ca1\u52a8\u6f2b\u6b63\u7bc7\u81ea\u7136\u6d41\u7545\uff0c\u5f69\u86cb\u8ddf\u9ed1\u4e1d\u5973\u53cb\u5728\u6d77\u8fb9\u76f8\u9047\u53c8\u621b\u7136\u800c\u6b62""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2889832567.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2881047364.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893289346.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893289395.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893289394.jpg",暂无预告片，敬请期待！
洪常秀,7.1,我们的一天,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2900634829.jpg,https://movie.douban.com/subject/36367120/,"奇周峯,金敏喜,宋宣美,朴美姬,河成国",2023,剧情, 韩国, 韩语,2023-05-25,84,1294,"12.4%,38.3%,40.9%,6.8%,1.6%",女演員回國後住在朋友家，逗逗胖胖的貓咪，與想入行的表妹見面，還好像感到園裏的花跟她說話。男詩人獨居，女生來拍他的紀錄片，年輕男演員登門拜訪，詩人為了健康理由戒煙戒酒，但言談甚歡下又重拾杯中物。兩個平行小故事，都發生在一天內，看來無關又似有呼應，主角吃麵都愛加辣椒醬，也剛巧都有個不常彈的結他。洪常秀拍完《水中鏡花》（47屆），再次包攬編導攝影剪接美術和音樂，彷彿無招勝有招，讓金珉禧與奇周峯在各自的細碎生活對話裏，看來雲淡風輕，卻散逸魅力。,"[{""user"": ""Peter Cat"", ""star"": ""30"", ""time"": ""2023-05-26 21:18:28"", ""content"": ""\u4eca\u5e74\u7b2c\u4e8c\u4e2a\u6d2a\u6c0fvlog\u5df2\u9605\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2890872352.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890872422.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2895949094.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2895949086.jpg",https://vt1.doubanio.com/202402081628/46d0dd45b6090666a20dd6263561b03a/view/movie/M/403040588.mp4
莫妮亚·肖克里,7.0,简如西尔万,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2892062454.jpg,https://movie.douban.com/subject/36218661/,"玛加丽·列平·布隆多,皮埃尔-伊夫·卡迪纳尔,Francis-William Rhéaume,莫妮亚·肖克里,史蒂夫·拉普兰特,Marie-Ginette Guay,米其林·兰克图,Guillaume Laurin,Linda Sorgini,Mathieu Baron,Christine Beaulieu,Lubna Playoust,Johanna Toretto,Jordan Arseneault,Guy Thauvette,Eve Aubert,Lila Sofia Houle,Zack Charbonneau,Jade De Bruto,Kenny Dorvil",2023,"剧情,喜剧,爱情", 加拿大 / 法国, 法语,2023-05-18,111,388,"12.5%,37.0%,42.2%,6.8%,1.4%",索菲亚 (Sophia) 是一位 40 岁的哲学教授，她与泽维尔 (Xavier) 的关系稳定，尽管有些符合社会规范。从画廊开幕到没完没了的晚宴，十年已经过去了。西尔万是一位工匠，正在翻修索菲亚和泽维尔的新乡间别墅。当索菲亚和西尔万相遇时，索菲亚的世界发生了天翻地覆的变化。异性相吸，但它们能长久吗？,"[{""user"": ""\u9640\u87ba\u51e1\u8fbe\u53ef"", ""star"": ""30"", ""time"": ""2023-07-06 12:18:43"", ""content"": ""3.5 \u300a\u4e16\u754c\u4e0a\u6700\u7cdf\u7cd5\u7684\u4eba\u300b\u7684\u4e00\u79cd\u9b41\u5317\u514b\u7206\u7b11\u559c\u5267\u53d8\u594f\uff0c\u9664\u4e86\u5973\u6027\u89c6\u89d2\u5916\u66f4\u591a\u6307\u5411\u9636\u7ea7\u95ee\u9898\uff0c\u6781\u4e3a\u5938\u5f20\u70ab\u8000\u7684\u89c6\u542c\u6280\u5de7\u8ba9\u77e5\u8bc6\u5206\u5b50\u7231\u4e0a\u88c5\u4fee\u5de5\u4eba\u8fd9\u79cd\u8001\u571f\u7684\u610f\u6deb\u620f\u7801\u53d8\u5f97\u8d4f\u5fc3\u60a6\u76ee\u3002\u5f53\u7136\u9970\u6f14\u88c5\u4fee\u5de5\u4eba\u7684\u7537\u4e3b\u592a\u8bf1\u4eba\u4e5f\u6709\u52a0\u5230\u5206\u54c8\u54c8\u54c8\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2890924197.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890650925.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890658835.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890658675.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2903509083.jpg",暂无预告片，敬请期待！
来牧宽,4.9,回廊亭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2869971078.jpg,https://movie.douban.com/subject/35401290/,"任素汐,刘敏涛,李传缨,芦芳生,侯雯元,汤敏,王宫良,明星,胡可,吴昊宸,张隽溢",2023,"爱情,悬疑,犯罪", 中国大陆, 汉语普通话,2023-03-10,100,31864,"2.4%,8.4%,35.7%,39.6%,13.8%",影片根据东野圭吾畅销悬疑小说《长长的回廊》改编。回廊亭大宅中暗藏无数秘密，绝望女人为爱复仇的欲望纷争正在上演！,"[{""user"": ""\u59e8\u592a"", ""star"": ""30"", ""time"": ""2023-03-08 21:43:34"", ""content"": ""\u597d\u51e0\u4e2a\u5730\u65b9\u6ca1\u6709\u770b\u61c2\uff1a1\uff0c\u9ad8\u664b\u4e3a\u4ec0\u4e48\u8981\u628a\u6797\u7ba1\u5bb6\u7684\u513f\u5b50\u9001\u5230\u5b64\u513f\u9662\uff0c\u4ee5\u6b64\u6765\u63a7\u5236\u7ba1\u5bb6\u5462\uff1f\u5979\u6709\u5565\u503c\u5f97\u63a7\u5236\u7684\u4ef7\u503c\u5417\uff1f2\uff0c\u706b\u707e\u662f\u4e00\u5e74\u524d\u53d1\u751f\u7684\uff0c\u4ec5\u4ec5\u8fc7\u4e86\u4e00\u5e74\uff0c\u5973\u4e3b\u5c31\u6574\u5bb9\u91cd\u751f\u4e86\uff0c\u4ece\u4e00\u4e2a\u6beb\u65e0\u7ecf\u9a8c\u7684\u5c0f\u767d\u9886\u53d8\u6210\u4e86\u5927\u5f8b\u5e08\uff0c\u8fd9\u4e5f\u5c31\u7f62\u4e86\uff0c\u5173\u952e\u5979\u90a3\u80a1\u5fc3\u6c14\u513f\u600e\u4e48\u7ec3\u51fa\u6765\u7684\uff1f3\uff0c\u7ba1\u5bb6\u4e3a\u4ec0\u4e48\u8981\u628a\u9ad8\u664b\u4eb2\u513f\u5b50\u70e7\u4e86\u554a\uff1f\u5979\u70e7\u4e86\u4e0d\u5c31\u62ff\u4e0d\u5230\u9057\u4ea7\u4e86\u5417\uff1f\u8001\u5929\u7237\u554a\u8c01\u80fd\u7ed9\u6211\u89e3\u91ca\u89e3\u91ca\uff0c\u5bfc\u6f14\u8fd9\u5751\u90fd\u4e0d\u586b\u7684\u3002\u8fd8\u6709\u4efb\u7d20\u6c50\u554a\u4f60\uff0c\u4f60\u6311\u5267\u672c\u80fd\u4e0d\u80fd\u4e0a\u70b9\u5fc3\uff0c\u4ece\u9a74\u5f97\u6c34\u4e4b\u540e\u5c31\u8089\u773c...""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2888982510.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2888982511.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2887996431.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888982508.jpg",https://vt1.doubanio.com/202402081628/1f24bf0089d3b16ca4f7b09667bf01db/view/movie/M/403010211.mp4
高桥知也,7.8,美少女战士Cosmos 剧场版 前篇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2887256182.jpg,https://movie.douban.com/subject/35883383/,"三石琴乃,福圆美里,野岛健儿,金元寿子,佐藤利奈,小清水亚美,伊藤静,皆川纯子,大原沙耶香,前田爱,藤井雪代,广桥凉,村田太志,中川翔子,井上麻里奈,早见沙织,佐仓绫音,小泉濑奈,村濑步,日笠阳子,伊濑茉莉也,工藤晴香,三上枝织,伊藤加奈惠,水泽史绘,小松由佳,水树奈奈,林原惠美",2023,"剧情,科幻,动画", 日本, 日语,2023-06-09,80,326,"32.5%,34.2%,25.8%,4.7%,2.8%",劇場版「美少女戦士セーラームーンCosmos」,"[{""user"": ""\u9ed2\u7fbd\u86cd"", ""star"": ""40"", ""time"": ""2023-06-17 21:48:56"", ""content"": ""\u5dee\u5f3a\u4eba\u610f\uff0c\u5e94\u8be5\u8bf4\u662f\u5927\u81f4\u8001\u5b9e\u5730\u8fd8\u539f\u4e86\u539f\u4f5c\u4f46\u57fa\u672c\u6ca1\u6709\u4fee\u8865\u589e\u5149\u7684\u7a0b\u5ea6\uff0c\u6240\u4ee5\u6f2b\u753b\u5267\u60c5\u7684\u96f6\u788e\u4e0d\u8fde\u8d2f\u611f\u4e5f\u88ab\u7167\u642c\u4e86\uff0c\u7565\u6709\u4e9b\u4eae\u70b9\u548c\u8fd8\u6709\u7684\u7f3a\u70b9\u5c31\u6253\u5e73\u5427\u4fdd\u6301\u4f4f\u4e86\u57fa\u7840\u5206\u3002\u6797\u539f\u58f0\u7ebf\u4eae\u8033\uff01\u4e5f\u542c\u51fa\u4e86\u5c71\u5d0e\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2873323429.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2903927309.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2903927308.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2903927307.jpg",https://vt1.doubanio.com/202402081628/cc0dcab7b185adf1568d17f08d9e1738/view/movie/M/403000274.mp4
佩顿·里德,5.8,蚁人与黄蜂女：量子狂潮,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888100566.jpg,https://movie.douban.com/subject/34610636/,"保罗·路德,伊万杰琳·莉莉,迈克尔·道格拉斯,米歇尔·菲佛,乔纳森·梅杰斯,凯瑟琳·纽顿,比尔·默瑞,凯蒂·M·奥布莱恩,威廉·杰克森·哈珀,詹姆斯·卡特勒,大卫·达斯马齐连,兰道尔·朴,马克·温曼,罗斯·穆兰,汤姆·克拉克,格雷厄姆·福克斯,布拉姆德奥·香农·拉玛那,拉塞尔·巴洛格,莱昂纳多·泰沃,帕特里夏·贝尔彻,马克·埃弗雷特,鲁本·拉巴萨,尼尔·汉博格,塞拉·卡托,玛丽埃尔·斯科特,戴·扬,埃伦·海兹,罗杰·克莱格·史密斯,汤姆·夏普林,戴维·贝尔图奇,恬伊·基,寇瑞·斯托尔,迈克·伍德",2023,"喜剧,动作,科幻,冒险", 美国, 英语,2023-02-17,125,54159,"3.5%,15.7%,52.0%,23.7%,5.0%",在与灭霸的终极决战结束后，“蚁人”斯科特·朗（保罗·路德 Paul Rudd 饰）和“黄蜂女”霍普·凡·戴恩（伊万杰琳·莉莉 Evangeline Lilly 饰）一家迎来了分外难得的平静生活，当然两个人作为救世主也得到周遭人的喜爱和敬仰。可是短暂的安逸之后，新的危机突然袭来。斯科特的女儿凯茜（凯瑟琳·纽 顿 Kathryn Newton 饰）一次失误操作，将父母以及外公外婆重新带回量子世界。在那个光怪陆离的世界里，珍妮特（米歇尔·菲佛 Michelle Pfeiffer）与老友重逢，斯科特等也结识新的朋友。与此同时，他们发现曾在量子世界得到珍妮特帮助的征服者康（乔纳森·梅杰斯 Jonathan Majors 饰）已经建立起一个强大的帝国。,"[{""user"": ""\u963f\u6977\u7231\u5403\u83e0\u841d"", ""star"": ""20"", ""time"": ""2023-02-17 07:44:59"", ""content"": ""\u6211\u5341\u5206\u6e34\u671b\u8fdb\u5165\u91cf\u5b50\u9886\u57df\u770b\u300a\u8681\u4eba3\u300b\uff0c\u8fd9\u6837\u5b83\u5c31\u53ea\u4f1a\u6d6a\u8d39\u6211\u751f\u547d\u4e2d\u7684\u4e24\u79d2\u949f\u800c\u4e0d\u662f\u4e24\u4e2a\u5c0f\u65f6\u3002""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2885228981.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888097739.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888097750.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2888097745.jpg",https://vt1.doubanio.com/202402081628/dde3ed44dd1e2a438e9b026e674587fa/view/movie/M/402990870.mp4
易小星,5.8,人生路不熟,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2889864501.jpg,https://movie.douban.com/subject/35653205/,"乔杉,范丞丞,马丽,张婧仪,常远,田雨,尹正,小爱,张磊,张熙然,李宗恒,张百乔,何熙维,甘昀宸,庄园,黄金,阿大,易小星,萧李臻瑱,梦涵,任山",2023,"剧情,喜剧", 中国大陆, 汉语普通话,2023-04-28,100,96508,"6.2%,17.5%,44.9%,23.2%,8.3%",车队大佬周东海（乔杉 饰）和老婆霍梅梅（马丽 饰）阴差阳错地与女儿周微雨（张婧仪 饰）及女儿的男朋友万一帆（范丞丞 饰）同行自驾，踏上人生路不熟的探亲之旅，周东海决定借此机会给准女婿来一场全方位无死角的考察，万一帆也用生命演绎了什么叫做教科书级翻车。一路上先后遭遇周东海死对头“添堵专业户”贾主任（田雨 饰）的房车事故、微雨“青梅竹马”光子（常远 饰）的“野鸡”山庄醉酒闹剧、捉拿公路贼团“油耗子”的围堵大战，鸡飞狗跳的探亲之旅窘态百出，爆笑不断！,"[{""user"": ""\u8bb0\u4e0a\u4ed6\u6389\u51f3\u4e86"", ""star"": ""30"", ""time"": ""2023-04-28 21:53:56"", ""content"": ""\u633a\u70c2\u7684 \u4f46\u4e5f\u7b11\u4e86\n\u770b\u5b8c\u53c8\u6709\u70b9\u60b2\u4f24 \u4e00\u6d41\u7684\u559c\u5267\u5973\u6f14\u5458 \u8000\u773c\u7684\u65b0\u4eba\u5973\u6f14\u5458 \u5c31\u53ea\u80fd\u6f14\u8fd9\u79cd\u4e1c\u897f""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2889874754.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2889874755.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2889874752.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890911552.jpg",https://vt1.doubanio.com/202402081628/02b01dc3c13b4f91c5ce21bae016498a/view/movie/M/403030959.mp4
大卫·叶茨,6.6,止痛骗,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2899207306.jpg,https://movie.douban.com/subject/35603707/,"艾米莉·布朗特,克里斯·埃文斯,凯瑟琳·欧哈拉,安迪·加西亚,克洛伊·科尔曼,杰伊·杜普拉斯,布莱恩·达西·詹姆斯,阿米特·沙阿,奥布雷·多勒尔,亚历克西斯·巴卡,阿德里安·艾普莉,布瑞特·伦茨勒,赛琳娜·安杜兹,希拉里·哈利,艾琳·欧贝,莎朗·莫里斯,亚历克斯·米切尔,迈克尔·洛瑞,安德烈埃·莱恩,埃里克·罗温",2023,"剧情,犯罪", 英国 / 美国, 英语,2023-09-11,122,1470,"6.3%,27.0%,57.5%,7.9%,1.2%",失去工作后，辛苦抚养女儿的蓝领妇女在一家惨淡经营的制药初创公司找到了工作，却卷入了一项危险的诈骗计划。,"[{""user"": ""\u51ac\u53f6"", ""star"": ""40"", ""time"": ""2023-10-31 23:57:00"", ""content"": ""\u672c\u6765\u60c5\u8282\u5df2\u7ecf\u6ca1\u4ec0\u4e48\u65b0\u610f\u4e86\uff0c\u800c\u4e14\u6709Dopesick\u73e0\u7389\u5728\u524d\uff0c\u4f46Emily Blunt\u8ba9\u8fd9\u90e8\u4e0a\u4e86\u4e00\u4e2alevel. \u4e0d\u8fc7\u5979\u4e5f\u5b9e\u5728\u4e0d\u50cf\u8131\u8863\u821e\u5973lol \u5f00\u5934\u7565\u51fa\u620f""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2886640530.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899311148.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899311149.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899311146.jpg",https://vt1.doubanio.com/202402081629/25477d3292e3b89d29f18804bd390a0f/view/movie/M/403110036.mp4
